EmployeeID,Age,Gender,MaritalStatus,Education,EducationField,Department,JobRole,JobLevel,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,TotalWorkingYears,NumCompaniesWorked,TrainingTimesLastYear,MonthlyIncome,PercentSalaryHike,StockOptionLevel,DistanceFromHome,BusinessTravel,OverTime,EnvironmentSatisfaction,JobSatisfaction,RelationshipSatisfaction,WorkLifeBalance,JobInvolvement,PerformanceRating,Attrition
168,26,Female,Married,4,Other,Research & Development,Research Director,5,8,7,8,8,15,7,6,14282,19,1,22,Travel_Rarely,No,1,2,1,4,2,3,Yes
169,54,Male,Married,5,Marketing,Human Resources,Laboratory Technician,5,1,0,1,1,1,0,2,11816,12,0,7,Travel_Rarely,No,1,2,2,2,3,3,Yes
170,50,Male,Married,2,Medical,Sales,Laboratory Technician,4,12,12,1,9,12,9,1,12567,22,1,24,Travel_Frequently,No,3,2,2,1,2,3,Yes
171,59,Male,Married,1,Technical Degree,Human Resources,Healthcare Representative,1,2,2,2,2,15,5,0,3660,21,2,2,Travel_Rarely,No,4,4,4,1,3,3,No
172,41,Male,Married,4,Marketing,Research & Development,Laboratory Technician,4,7,7,7,7,7,0,2,11279,24,2,21,Travel_Rarely,No,2,3,2,3,4,4,No
173,32,Male,Single,4,Other,Human Resources,Research Director,5,7,6,0,7,7,5,5,11599,11,3,29,Non-Travel,Yes,2,4,4,4,3,3,No
174,49,Male,Married,3,Human Resources,Research & Development,Research Director,3,9,6,2,9,9,6,3,7919,21,2,7,Travel_Rarely,No,2,3,1,2,4,3,No
175,49,Female,Married,5,Life Sciences,Research & Development,Research Scientist,4,26,17,4,7,32,1,5,10746,16,3,8,Non-Travel,No,3,3,1,1,1,3,No
176,41,Female,Single,3,Medical,Sales,Manufacturing Director,5,30,17,9,15,30,8,1,12758,13,2,21,Non-Travel,No,1,3,1,2,1,3,Yes
177,58,Female,Married,3,Human Resources,Research & Development,Sales Executive,5,11,1,0,4,11,7,2,12831,23,1,19,Travel_Rarely,Yes,3,1,4,4,3,3,No
178,29,Male,Single,5,Other,Sales,Manufacturing Director,1,8,8,3,8,8,8,4,4171,17,3,6,Travel_Rarely,No,1,3,2,3,4,3,No
179,56,Female,Single,1,Technical Degree,Sales,Manufacturing Director,2,18,13,5,1,36,9,2,8278,16,2,21,Travel_Rarely,Yes,2,2,2,3,2,3,Yes
180,19,Male,Divorced,3,Life Sciences,Sales,Human Resources,4,8,8,8,2,8,3,3,9359,21,1,8,Travel_Rarely,No,2,4,2,3,4,3,No
181,20,Male,Married,3,Human Resources,Research & Development,Laboratory Technician,4,5,5,3,5,17,3,1,12490,17,1,25,Travel_Rarely,Yes,1,2,3,2,4,3,Yes
182,54,Female,Married,4,Life Sciences,Research & Development,Research Scientist,4,18,13,6,6,29,7,2,10967,23,3,25,Travel_Frequently,No,2,2,1,2,4,3,Yes
183,34,Male,Single,5,Medical,Sales,Human Resources,5,12,4,12,12,31,0,6,14810,23,0,28,Travel_Rarely,Yes,3,4,1,1,1,3,Yes
184,19,Male,Married,2,Other,Sales,Human Resources,1,25,10,6,16,39,7,5,4440,15,1,28,Travel_Rarely,No,1,2,3,4,4,3,Yes
185,19,Female,Single,1,Technical Degree,Research & Development,Sales Executive,5,21,7,5,0,22,6,0,13919,11,1,22,Travel_Frequently,No,2,1,1,4,3,3,No
186,45,Female,Married,1,Other,Sales,Manager,5,10,4,8,8,10,6,5,12719,24,0,20,Travel_Rarely,Yes,4,2,1,4,1,3,Yes
187,40,Female,Divorced,5,Life Sciences,Sales,Research Director,3,19,10,1,13,19,8,1,8576,13,3,4,Travel_Rarely,Yes,2,2,3,2,1,3,Yes
188,54,Male,Married,4,Human Resources,Sales,Laboratory Technician,1,1,1,1,1,18,9,2,6253,13,2,25,Travel_Rarely,Yes,4,4,1,3,1,3,Yes
189,49,Female,Married,4,Medical,Human Resources,Human Resources,4,29,16,9,12,35,6,5,9555,17,2,20,Travel_Rarely,No,2,2,2,4,4,3,Yes
190,50,Female,Married,5,Medical,Research & Development,Research Scientist,2,25,3,7,5,25,1,2,6233,24,1,24,Travel_Rarely,No,4,4,3,1,2,3,No
191,18,Male,Divorced,4,Other,Research & Development,Manager,4,6,6,6,0,9,0,5,12920,23,0,9,Travel_Rarely,No,2,3,1,2,4,3,Yes
192,36,Female,Married,1,Human Resources,Research & Development,Sales Executive,5,19,1,10,3,23,0,1,13297,13,1,5,Travel_Frequently,No,4,3,2,3,4,3,No
193,19,Female,Married,1,Human Resources,Research & Development,Sales Representative,1,12,12,9,2,12,6,4,4535,21,3,29,Non-Travel,Yes,1,1,4,4,2,3,Yes
194,43,Female,Married,2,Life Sciences,Research & Development,Laboratory Technician,1,22,11,13,16,33,4,5,5643,15,1,6,Non-Travel,No,1,4,1,3,4,3,No
195,49,Male,Single,5,Other,Research & Development,Sales Representative,1,12,12,12,1,28,3,0,5186,14,2,19,Non-Travel,No,4,4,3,1,3,3,No
196,23,Male,Single,3,Other,Research & Development,Manufacturing Director,3,16,9,10,7,35,4,5,7989,14,0,12,Travel_Rarely,No,2,4,2,4,2,3,No
197,49,Male,Married,3,Marketing,Sales,Human Resources,4,3,3,3,3,6,9,1,12302,23,3,5,Non-Travel,No,3,1,4,4,3,3,No
198,21,Male,Single,2,Other,Sales,Healthcare Representative,3,13,13,5,5,29,9,5,7909,17,1,5,Travel_Rarely,No,3,1,4,3,3,3,No
199,28,Female,Single,2,Medical,Research & Development,Laboratory Technician,2,16,12,10,1,16,5,0,6961,11,2,18,Travel_Rarely,No,3,2,1,2,1,3,Yes
200,34,Male,Divorced,4,Life Sciences,Research & Development,Research Director,5,12,12,5,12,12,9,6,11011,17,1,26,Travel_Rarely,No,3,4,4,3,1,3,No
201,55,Male,Married,2,Human Resources,Research & Development,Manager,3,2,2,2,2,23,5,0,7979,18,2,6,Travel_Rarely,Yes,4,1,3,1,2,3,Yes
202,41,Female,Married,2,Other,Research & Development,Research Scientist,3,25,17,13,2,30,0,1,7272,13,0,9,Travel_Frequently,No,1,3,4,3,4,4,No
203,22,Female,Married,3,Life Sciences,Human Resources,Laboratory Technician,5,25,17,0,9,26,1,2,11487,13,3,11,Travel_Rarely,Yes,1,3,1,3,3,3,No
204,51,Female,Married,4,Other,Sales,Research Director,1,17,15,2,13,20,2,5,6161,14,1,23,Travel_Frequently,No,3,4,4,4,4,3,No
205,23,Male,Single,2,Human Resources,Research & Development,Sales Representative,5,0,0,0,0,0,3,4,12997,23,3,14,Travel_Rarely,No,1,3,1,2,3,3,Yes
206,39,Male,Married,2,Technical Degree,Research & Development,Manager,4,13,6,7,2,14,5,0,10048,16,0,24,Non-Travel,Yes,4,2,4,2,1,3,Yes
207,28,Male,Single,4,Human Resources,Human Resources,Sales Executive,5,2,2,1,0,2,8,6,11537,24,2,2,Travel_Rarely,Yes,3,2,2,2,1,3,Yes
208,33,Female,Married,5,Human Resources,Human Resources,Human Resources,1,0,0,0,0,5,1,0,4688,17,0,27,Travel_Frequently,No,4,4,1,2,1,3,Yes
209,50,Female,Married,4,Human Resources,Research & Development,Laboratory Technician,5,13,9,3,1,13,7,5,14032,11,0,29,Travel_Rarely,Yes,4,1,3,3,2,3,Yes
210,26,Male,Married,3,Other,Sales,Healthcare Representative,3,23,4,13,9,37,8,2,8595,23,3,14,Non-Travel,No,2,1,3,4,3,4,Yes
211,23,Female,Married,5,Marketing,Research & Development,Sales Representative,2,32,2,10,3,32,1,5,8131,14,0,25,Travel_Rarely,Yes,4,1,4,4,4,3,Yes
212,33,Female,Married,1,Human Resources,Sales,Sales Representative,3,13,12,4,3,37,8,6,10866,22,1,19,Travel_Rarely,No,2,1,2,2,3,3,Yes
213,46,Female,Single,4,Medical,Research & Development,Laboratory Technician,2,2,2,2,2,7,6,6,8242,17,2,10,Travel_Rarely,No,3,4,4,3,4,3,No
214,20,Male,Married,3,Medical,Human Resources,Manufacturing Director,5,12,2,4,8,25,8,1,11587,21,0,5,Travel_Rarely,Yes,4,2,4,2,4,3,Yes
215,37,Female,Single,5,Life Sciences,Research & Development,Sales Representative,4,13,5,7,6,14,5,4,11835,12,1,23,Travel_Rarely,No,1,4,2,2,4,4,Yes
216,53,Female,Single,4,Marketing,Research & Development,Research Director,5,13,13,7,13,13,1,5,14518,11,2,4,Non-Travel,No,3,4,1,4,3,3,No
217,36,Male,Single,2,Life Sciences,Research & Development,Research Scientist,1,19,3,13,2,19,7,0,4743,11,3,7,Travel_Rarely,No,4,3,3,4,1,3,No
218,43,Male,Married,4,Medical,Research & Development,Human Resources,5,2,2,1,2,18,9,0,13968,20,2,24,Travel_Rarely,No,4,2,2,2,2,3,Yes
219,20,Female,Married,1,Medical,Research & Development,Sales Representative,2,32,17,5,15,32,8,1,6690,24,3,13,Travel_Rarely,Yes,1,1,4,3,2,3,Yes
220,36,Female,Single,4,Technical Degree,Research & Development,Research Director,3,3,2,3,2,35,7,2,8715,24,2,10,Travel_Rarely,Yes,2,2,1,2,1,3,Yes
221,37,Male,Married,5,Human Resources,Human Resources,Manager,4,23,5,8,10,23,1,5,10617,16,0,10,Non-Travel,No,4,3,4,4,2,3,No
222,49,Male,Married,5,Medical,Human Resources,Manager,5,0,0,0,0,9,7,3,12033,22,3,4,Travel_Rarely,Yes,4,4,1,4,4,3,No
223,24,Female,Single,4,Other,Sales,Human Resources,5,33,2,1,15,33,2,2,11242,15,3,16,Travel_Frequently,No,1,2,3,3,2,3,No
224,58,Female,Divorced,5,Other,Research & Development,Manufacturing Director,3,32,11,7,7,35,2,0,8201,11,3,15,Travel_Rarely,No,3,3,3,2,3,3,No
225,50,Female,Married,2,Life Sciences,Research & Development,Healthcare Representative,4,6,3,0,6,35,8,6,11845,20,0,21,Travel_Rarely,No,4,4,1,2,1,3,No
226,57,Female,Married,4,Life Sciences,Sales,Human Resources,5,10,0,10,10,15,8,5,11256,13,0,11,Travel_Rarely,No,2,1,3,1,1,3,Yes
227,56,Male,Married,2,Human Resources,Sales,Sales Executive,5,14,1,5,2,14,8,6,13042,21,2,19,Travel_Rarely,No,2,2,4,2,1,3,Yes
228,35,Female,Single,2,Human Resources,Sales,Manufacturing Director,2,13,12,10,3,17,3,0,5309,17,2,21,Travel_Rarely,No,1,1,1,3,1,3,Yes
229,57,Female,Married,3,Technical Degree,Human Resources,Sales Representative,2,6,6,6,6,6,6,4,7563,22,0,24,Travel_Rarely,Yes,2,1,4,4,3,3,Yes
230,18,Male,Married,4,Marketing,Research & Development,Human Resources,1,15,1,13,11,21,7,2,4238,19,0,3,Travel_Frequently,No,4,3,1,1,4,3,No
231,28,Female,Divorced,5,Life Sciences,Research & Development,Manager,3,11,11,11,8,31,4,3,10974,23,3,15,Travel_Rarely,No,2,3,4,3,4,4,No
232,45,Male,Single,2,Human Resources,Sales,Research Director,4,9,9,9,9,18,0,4,12101,19,2,16,Travel_Rarely,Yes,4,4,3,3,4,3,No
233,42,Female,Married,3,Life Sciences,Research & Development,Human Resources,5,23,0,12,6,39,8,3,14417,16,2,14,Non-Travel,No,1,1,2,1,2,3,Yes
234,40,Female,Married,4,Human Resources,Sales,Manufacturing Director,5,0,0,0,0,0,5,4,12088,13,3,29,Non-Travel,No,2,3,4,2,4,3,Yes
235,48,Male,Single,4,Medical,Research & Development,Sales Executive,1,21,16,1,4,34,2,2,3635,11,3,5,Travel_Rarely,No,4,3,1,1,2,3,No
236,47,Male,Married,1,Life Sciences,Research & Development,Research Director,5,4,4,2,4,4,2,0,11796,13,3,26,Travel_Frequently,Yes,3,1,3,3,3,3,Yes
237,59,Female,Married,1,Medical,Sales,Research Scientist,3,11,11,8,10,11,9,3,8176,20,1,17,Travel_Rarely,No,4,4,1,2,2,3,No
238,52,Female,Married,2,Life Sciences,Research & Development,Sales Executive,1,11,6,4,6,11,0,2,5087,12,1,18,Travel_Rarely,No,4,1,4,4,4,3,No
239,24,Female,Married,1,Marketing,Sales,Sales Representative,3,20,14,9,13,20,7,3,10097,21,0,19,Non-Travel,No,1,4,1,1,1,3,No
240,33,Male,Married,2,Technical Degree,Research & Development,Human Resources,1,12,8,9,10,18,1,2,6344,15,2,1,Travel_Rarely,No,4,4,1,3,3,3,No
241,43,Female,Divorced,5,Other,Research & Development,Human Resources,5,8,8,8,8,8,0,4,14230,18,3,29,Travel_Rarely,Yes,1,3,4,2,4,3,Yes
242,19,Male,Divorced,2,Other,Research & Development,Laboratory Technician,1,5,3,1,1,35,6,2,4724,15,3,27,Travel_Rarely,No,4,1,3,3,4,4,Yes
243,18,Male,Single,1,Other,Sales,Manager,2,20,5,9,0,31,8,4,6799,11,2,28,Non-Travel,No,4,1,3,2,4,3,Yes
244,29,Female,Married,5,Medical,Sales,Sales Representative,4,34,3,4,9,34,5,0,11628,13,1,27,Travel_Rarely,No,4,3,4,2,3,3,No
245,22,Male,Married,1,Human Resources,Human Resources,Human Resources,5,6,4,4,0,30,7,4,13048,22,2,25,Travel_Rarely,Yes,1,2,3,1,1,3,Yes
246,54,Female,Divorced,2,Other,Sales,Research Scientist,4,31,8,0,5,31,7,1,9078,15,0,9,Travel_Rarely,No,4,2,2,4,1,3,No
247,49,Female,Married,3,Marketing,Research & Development,Research Director,5,24,11,2,6,36,8,0,14299,17,1,21,Travel_Rarely,Yes,1,1,1,2,1,3,Yes
248,26,Female,Single,4,Other,Human Resources,Sales Representative,4,10,7,4,10,31,6,6,10350,15,2,14,Travel_Rarely,No,3,3,4,3,4,3,No
249,58,Female,Married,1,Life Sciences,Sales,Manufacturing Director,2,13,4,8,8,36,8,6,8629,24,2,20,Non-Travel,No,1,4,2,2,2,3,Yes
250,52,Female,Married,2,Medical,Sales,Research Scientist,4,28,10,9,6,38,8,6,9619,20,0,21,Travel_Rarely,No,3,4,1,4,4,3,No
251,36,Male,Divorced,5,Life Sciences,Research & Development,Research Director,1,9,9,0,9,37,0,5,5548,15,2,20,Travel_Frequently,Yes,1,1,4,3,1,3,Yes
252,33,Male,Divorced,1,Life Sciences,Human Resources,Healthcare Representative,4,4,4,4,2,29,5,5,10498,17,1,28,Travel_Frequently,Yes,1,3,3,2,3,4,Yes
253,20,Female,Married,1,Life Sciences,Human Resources,Manager,5,7,7,0,7,31,7,2,12378,23,3,21,Travel_Frequently,No,4,1,4,2,2,4,Yes
254,37,Female,Single,4,Technical Degree,Research & Development,Sales Representative,3,1,1,1,1,1,9,2,8147,18,3,23,Travel_Rarely,No,2,1,4,1,2,3,Yes
255,41,Male,Married,2,Technical Degree,Research & Development,Sales Executive,4,10,10,5,0,10,8,1,12731,24,3,11,Travel_Rarely,No,2,3,1,4,4,3,No
256,50,Male,Single,3,Human Resources,Sales,Research Director,4,19,11,0,3,19,3,2,9977,18,1,24,Travel_Frequently,No,4,1,1,2,3,3,No
257,41,Male,Single,5,Medical,Human Resources,Manufacturing Director,4,25,11,7,10,36,1,0,10447,17,2,2,Travel_Rarely,No,3,4,1,4,2,3,No
258,28,Male,Married,2,Marketing,Human Resources,Human Resources,5,5,5,4,5,8,8,0,14323,23,2,20,Travel_Rarely,No,4,2,2,2,1,3,No
259,25,Female,Single,5,Marketing,Sales,Sales Executive,4,15,9,6,7,37,8,6,10537,24,2,24,Travel_Frequently,No,2,4,3,3,4,3,No
260,53,Female,Married,1,Marketing,Sales,Research Scientist,5,18,6,6,7,18,7,4,12757,13,2,23,Travel_Rarely,Yes,1,2,4,4,4,4,Yes
261,55,Male,Divorced,4,Life Sciences,Sales,Manager,5,11,11,11,4,39,2,3,14772,21,3,25,Non-Travel,No,4,3,4,3,1,3,No
262,57,Female,Married,4,Technical Degree,Sales,Sales Executive,3,6,6,6,6,6,4,2,10578,12,1,5,Non-Travel,No,3,1,3,4,1,3,Yes
263,37,Male,Single,3,Medical,Research & Development,Manufacturing Director,1,2,2,2,0,4,1,1,5533,11,0,22,Travel_Rarely,No,4,2,4,3,1,3,No
264,52,Female,Divorced,4,Life Sciences,Research & Development,Research Director,5,23,14,10,14,23,2,6,11477,16,1,27,Travel_Rarely,Yes,2,3,1,2,2,3,Yes
265,42,Male,Single,1,Technical Degree,Sales,Healthcare Representative,2,5,5,5,5,6,0,5,8654,23,2,24,Non-Travel,No,1,3,4,3,3,3,No
266,52,Female,Married,3,Technical Degree,Research & Development,Human Resources,4,10,1,8,9,10,3,0,10894,19,2,15,Travel_Rarely,No,2,3,3,3,2,3,No
267,42,Male,Divorced,2,Other,Human Resources,Manager,2,8,8,8,8,8,4,0,7380,13,1,12,Travel_Rarely,No,2,4,2,2,3,3,Yes
268,46,Male,Divorced,4,Other,Research & Development,Sales Executive,4,15,11,14,7,29,1,0,10632,15,1,14,Travel_Rarely,No,2,4,2,4,4,3,No
269,35,Female,Married,3,Medical,Research & Development,Manager,3,2,2,1,2,2,2,3,8255,19,3,11,Travel_Rarely,No,2,2,3,3,3,3,No
270,35,Male,Married,1,Medical,Sales,Manager,5,21,12,6,11,21,5,3,13040,24,2,21,Travel_Rarely,No,1,2,4,1,1,3,Yes
271,19,Female,Single,5,Medical,Human Resources,Manager,1,8,8,8,8,39,5,2,4565,24,1,9,Non-Travel,No,2,4,4,1,2,3,Yes
272,52,Female,Married,5,Life Sciences,Research & Development,Research Director,5,2,2,1,2,19,6,5,11029,19,2,20,Travel_Rarely,Yes,3,2,2,3,1,3,No
273,33,Male,Divorced,1,Human Resources,Sales,Manager,4,7,2,5,6,31,8,1,9726,17,1,8,Travel_Rarely,Yes,3,2,4,3,4,4,Yes
274,58,Female,Married,1,Medical,Sales,Healthcare Representative,1,6,6,1,3,6,3,3,3172,24,2,12,Travel_Rarely,Yes,2,1,2,3,2,4,Yes
275,53,Female,Single,5,Other,Sales,Research Scientist,5,3,0,3,3,6,4,4,13839,14,1,3,Travel_Rarely,No,3,2,3,4,2,3,No
276,50,Female,Single,3,Human Resources,Sales,Manufacturing Director,1,11,5,5,11,19,1,3,3467,21,2,21,Non-Travel,No,2,3,3,2,1,3,Yes
277,21,Female,Single,5,Life Sciences,Research & Development,Healthcare Representative,4,24,2,1,12,24,5,0,12547,12,0,15,Travel_Rarely,No,1,1,4,1,2,3,Yes
278,50,Female,Married,1,Human Resources,Human Resources,Manufacturing Director,3,24,3,0,3,34,3,1,8975,12,3,8,Travel_Rarely,Yes,1,2,1,1,1,3,Yes
279,31,Male,Married,4,Marketing,Research & Development,Research Scientist,3,15,2,6,8,23,4,2,9770,14,0,26,Travel_Frequently,Yes,3,1,1,4,3,3,Yes
280,38,Female,Divorced,2,Human Resources,Research & Development,Sales Representative,5,13,7,2,13,39,6,3,14388,11,3,28,Travel_Frequently,Yes,3,3,2,3,4,3,No
281,37,Female,Married,4,Medical,Research & Development,Research Scientist,2,12,7,12,12,12,5,0,7444,24,3,7,Travel_Rarely,Yes,2,2,3,3,1,3,Yes
282,25,Female,Single,4,Life Sciences,Research & Development,Sales Executive,4,6,6,6,5,38,7,6,9124,14,1,17,Travel_Rarely,Yes,4,1,2,2,4,3,Yes
283,24,Female,Married,1,Medical,Research & Development,Healthcare Representative,5,3,1,3,3,3,5,4,14151,22,0,12,Travel_Rarely,No,2,2,3,2,2,3,Yes
284,20,Female,Married,5,Other,Sales,Sales Executive,5,11,5,11,7,11,9,4,13743,24,3,20,Travel_Rarely,No,2,1,2,1,4,3,Yes
285,34,Male,Married,3,Marketing,Research & Development,Sales Executive,3,3,3,3,3,16,7,6,9574,21,2,18,Non-Travel,No,1,1,2,2,4,3,Yes
286,50,Female,Married,4,Other,Research & Development,Sales Executive,1,0,0,0,0,0,3,2,4546,16,1,18,Non-Travel,No,4,3,2,1,4,3,Yes
287,29,Male,Married,5,Medical,Sales,Manager,4,16,3,5,3,16,6,2,10419,16,1,29,Travel_Rarely,No,4,3,4,4,2,3,No
288,39,Male,Married,3,Medical,Research & Development,Human Resources,1,1,1,1,1,1,2,3,4877,17,2,15,Travel_Rarely,No,2,2,1,3,3,4,Yes
289,39,Male,Single,4,Medical,Research & Development,Sales Executive,4,3,3,3,1,5,0,2,12160,15,2,23,Non-Travel,No,1,4,3,3,3,3,No
290,47,Male,Single,3,Technical Degree,Human Resources,Healthcare Representative,2,10,10,8,1,10,8,5,6026,19,3,28,Travel_Rarely,No,3,2,2,1,3,3,Yes
291,55,Female,Married,5,Marketing,Research & Development,Human Resources,3,11,8,5,9,17,8,5,7535,12,2,28,Travel_Rarely,Yes,1,1,1,3,1,3,Yes
292,55,Male,Single,2,Medical,Research & Development,Human Resources,2,18,10,5,2,39,5,0,5600,12,1,3,Travel_Rarely,Yes,3,3,2,4,1,4,No
293,25,Male,Married,5,Medical,Research & Development,Sales Executive,5,9,9,1,7,24,1,0,14592,14,2,19,Travel_Frequently,Yes,1,3,2,2,2,4,Yes
294,44,Female,Single,1,Other,Research & Development,Research Director,3,0,0,0,0,38,7,0,7987,14,0,15,Non-Travel,No,4,1,3,4,3,3,No
295,44,Female,Married,3,Other,Research & Development,Sales Executive,5,16,16,6,11,27,9,5,14629,14,1,16,Travel_Rarely,Yes,1,4,4,3,4,4,Yes
296,51,Female,Single,2,Medical,Research & Development,Research Director,2,15,1,7,14,15,5,3,5605,11,2,22,Travel_Frequently,No,2,3,2,4,3,3,No
297,38,Male,Married,3,Life Sciences,Research & Development,Sales Executive,4,8,2,8,8,11,6,3,12142,14,1,22,Travel_Frequently,Yes,3,4,3,3,1,3,Yes
298,47,Female,Divorced,3,Technical Degree,Research & Development,Healthcare Representative,5,8,8,8,8,28,0,2,13747,22,3,17,Travel_Rarely,No,1,3,4,1,2,3,No
299,50,Female,Single,4,Other,Research & Development,Research Director,1,8,8,7,8,22,2,3,3138,15,0,1,Travel_Rarely,Yes,1,1,4,2,3,3,Yes
300,45,Male,Single,1,Life Sciences,Research & Development,Manager,4,11,2,8,2,20,0,0,11057,19,3,11,Non-Travel,No,3,2,1,2,1,3,Yes
301,50,Female,Married,3,Technical Degree,Sales,Human Resources,4,14,14,9,5,15,9,1,12586,13,0,6,Travel_Rarely,Yes,1,2,1,3,1,4,Yes
302,22,Female,Divorced,5,Medical,Sales,Sales Executive,2,1,1,1,1,25,0,0,6554,13,2,23,Travel_Frequently,Yes,3,4,2,3,4,3,No
303,36,Female,Single,5,Marketing,Sales,Human Resources,2,10,10,10,10,36,0,5,5129,24,1,9,Travel_Rarely,No,4,2,1,2,3,3,Yes
304,21,Female,Married,4,Human Resources,Research & Development,Sales Executive,3,10,10,10,10,21,3,6,7400,15,2,20,Travel_Rarely,No,3,1,3,4,4,3,No
305,52,Male,Single,1,Human Resources,Sales,Laboratory Technician,3,7,0,2,7,9,6,1,8244,20,3,16,Travel_Rarely,Yes,3,2,3,4,3,3,Yes
306,34,Female,Married,1,Medical,Sales,Sales Executive,1,6,4,6,2,6,6,2,3641,16,1,26,Travel_Rarely,No,4,4,1,4,2,3,No
307,45,Female,Married,5,Other,Research & Development,Laboratory Technician,4,5,5,5,5,8,4,4,9436,13,2,6,Travel_Rarely,No,1,1,3,2,3,3,Yes
308,47,Male,Married,2,Life Sciences,Research & Development,Research Scientist,1,19,9,6,1,24,5,6,4423,11,2,12,Travel_Rarely,No,1,1,3,1,4,3,Yes
309,46,Female,Divorced,4,Marketing,Research & Development,Research Scientist,1,14,13,6,8,14,1,3,4136,20,1,19,Non-Travel,No,4,3,2,3,4,3,No
310,23,Male,Single,4,Technical Degree,Sales,Human Resources,2,12,1,0,12,12,4,3,8721,18,1,13,Travel_Rarely,No,2,3,2,3,1,3,No
311,52,Female,Married,5,Medical,Human Resources,Research Director,1,7,3,7,7,25,6,5,4475,22,3,13,Travel_Rarely,Yes,3,2,3,2,3,3,Yes
312,58,Male,Single,5,Marketing,Research & Development,Sales Executive,1,20,1,14,15,20,8,0,4578,11,0,27,Travel_Rarely,No,1,4,1,1,3,3,Yes
313,54,Male,Divorced,2,Marketing,Research & Development,Manufacturing Director,5,18,17,3,2,22,5,0,14289,12,0,4,Travel_Rarely,No,1,1,3,2,2,3,Yes
314,41,Male,Married,2,Other,Research & Development,Sales Executive,3,6,6,4,6,27,9,1,7057,13,1,9,Travel_Rarely,No,3,2,4,4,1,3,No
315,46,Male,Divorced,1,Technical Degree,Research & Development,Sales Executive,3,30,4,13,3,37,3,3,8136,16,0,14,Travel_Rarely,No,3,2,4,4,4,3,Yes
316,48,Female,Single,4,Marketing,Sales,Manufacturing Director,4,11,1,5,1,11,2,6,9699,14,3,14,Travel_Rarely,No,3,3,4,3,3,3,No
317,52,Male,Single,4,Other,Sales,Research Scientist,3,23,10,2,14,23,8,5,8145,14,0,17,Travel_Rarely,No,2,2,2,3,1,3,Yes
318,50,Female,Married,5,Life Sciences,Sales,Laboratory Technician,4,12,12,4,12,12,6,6,11455,19,1,5,Travel_Rarely,No,4,2,1,3,2,4,No
319,38,Male,Married,1,Other,Research & Development,Human Resources,5,38,5,9,9,39,5,2,12483,16,3,27,Travel_Frequently,No,2,3,3,3,1,3,Yes
320,49,Male,Single,4,Life Sciences,Research & Development,Research Scientist,3,1,1,1,0,1,6,0,8108,22,1,23,Travel_Rarely,No,2,2,1,4,3,3,Yes
321,40,Male,Married,1,Life Sciences,Research & Development,Manufacturing Director,5,16,16,0,5,38,7,6,12641,12,3,19,Travel_Rarely,No,3,2,1,4,3,3,No
322,50,Female,Single,1,Marketing,Sales,Sales Executive,3,11,10,2,2,11,4,3,7399,17,3,2,Non-Travel,Yes,4,1,1,1,2,4,Yes
323,20,Male,Married,5,Other,Research & Development,Research Scientist,3,8,8,2,6,38,2,4,9403,23,1,13,Travel_Rarely,No,1,2,4,3,2,3,No
324,35,Female,Married,1,Life Sciences,Research & Development,Healthcare Representative,5,13,3,0,12,13,2,5,13146,13,2,11,Travel_Frequently,No,3,3,3,2,2,3,No
325,42,Female,Married,2,Technical Degree,Research & Development,Sales Executive,1,27,13,12,12,29,1,1,4544,19,1,2,Travel_Rarely,No,4,3,2,1,4,3,Yes
326,59,Female,Single,2,Marketing,Research & Development,Sales Representative,1,18,3,6,16,18,7,0,5565,16,3,1,Travel_Rarely,No,1,1,1,1,1,3,Yes
327,48,Female,Married,3,Other,Sales,Manufacturing Director,1,30,13,0,0,30,0,0,3107,18,1,21,Travel_Rarely,No,2,3,1,4,1,3,Yes
328,20,Female,Single,5,Other,Research & Development,Manager,1,24,3,6,13,24,7,2,4984,23,1,29,Travel_Rarely,No,4,3,4,3,1,4,No
329,57,Female,Divorced,3,Human Resources,Research & Development,Research Director,3,3,3,3,2,3,2,0,8997,23,3,3,Travel_Rarely,No,2,3,4,1,4,3,No
330,41,Female,Single,2,Other,Sales,Manager,2,12,8,8,12,12,8,5,5151,11,0,27,Travel_Rarely,Yes,2,2,3,3,1,3,Yes
331,49,Female,Married,3,Marketing,Sales,Research Scientist,5,0,0,0,0,35,1,3,11905,12,3,12,Travel_Rarely,Yes,4,1,2,4,2,3,Yes
332,39,Female,Divorced,5,Technical Degree,Research & Development,Sales Executive,2,16,7,4,15,36,9,3,5849,16,1,7,Travel_Rarely,No,1,4,2,1,1,3,No
333,40,Male,Married,5,Other,Research & Development,Research Director,2,2,2,2,2,2,8,3,7796,13,3,1,Travel_Rarely,No,4,1,4,1,4,3,Yes
334,19,Male,Married,1,Human Resources,Research & Development,Research Director,4,15,4,8,12,15,5,4,10992,11,3,9,Travel_Rarely,No,1,1,3,2,4,3,Yes
335,44,Male,Married,4,Marketing,Sales,Human Resources,1,25,5,9,3,25,0,4,3026,16,0,18,Travel_Rarely,No,3,1,1,4,1,3,Yes
336,59,Male,Divorced,1,Life Sciences,Research & Development,Manager,3,1,1,1,1,39,4,0,7118,15,2,24,Travel_Rarely,No,3,4,3,2,4,3,No
